30-45,22,RD,Possession Lost,,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
30-45,16,CD,1,3,11,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
30-45,3,CD,1,2,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
30-45,2,CM,1,10,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
30-45,10,RM,1,2,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
30-45,12,RM,0,16,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
30-45,2,CM,0,17,1,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
30-45,7,LM,Possession Lost,,9,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
30-45,30,LD,Possession Lost,,2,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
30-45,12,RD,Possession Lost,,0,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
30-45,16,RD,1,22,2,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
30-45,22,RD,Possession Lost,,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
30-45,7,CD,Possession Lost,,3,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
30-45,30,CD,1,3,5,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
